genename Y101_A Y101_B Y101_C Y102_A Y102_B Y102_C Y201_A Y201_B Y201_C Y202_A Y202_B Y202_C Y1015_A Y1015_B Y1015_C
CCT4 974860.807033203 1107099.00284249 733268.922228232 1126492.71418786 1414830.25370002 1446486.59233672 936598.497441536 1148545.61205833 493164.344642856 1887779.73828214 2093448.00613268 1331659.76662365 2146528.36177541 866139.858452247 1159556.63254196
PSMD7 20284.1283672532 6784.18039912592 53248.4393006693 12306.9156173049 95032.4991776095 139795.654029668 8445.42548449211 11776.7621608255 0 15253.2420984107 39747.5928832086 100469.653971545 28616.6697304851 3605.87068828533 31009.7062591671
HDGF 123064.608810451 60385.4750020787 58015.8262729961 115090.817149865 64893.6633130543 38174.7721813327 172812.704563796 139153.498653228 4864.03230923765 156882.14038999 79360.8027294591 44014.4252017673 31527.9110867347 37512.8422436849 17910.5202984662
LUM 58924964.075817 67167961.1409432 42858126.1424629 107908252.830374 128275906.347885 211338471.480954 15472935.1371975 18216157.4667122 11086413.9694432 142486752.377225 157408116.076626 133957778.440065 90965311.9582084 104448045.64895 153572508.64255
PRELP 45395.5481600214 82037.3887056993 87514.6405354615 495690.776032592 361153.842472149 469479.036669622 118251.172016541 163230.866860417 22992.1782474825 224967.814188539 59321.5770315448 132581.904588567 12863.3905939082 28105.9061848645 28042.9392907426
HNRNPA3 609299.392149938 1355399.2354001 830097.965799904 2136005.07452851 916613.018470136 1293964.46542446 363411.940141665 1468301.30878824 402774.755084072 1129078.05816651 760373.67116031 1218547.25995576 1026162.05551324 1023738.12499374 447205.786931397
PGD 5446772.99948641 3231822.98579581 3677187.3444142 3253715.05304846 3093144.40961596 4229949.17549401 1780522.56063345 3400771.43641342 1648769.01496528 4947996.27736986 4293815.49494139 3338445.04306995 17951339.4435763 12929559.3776815 11062435.604797
RAP1GDS1 10545.2953146227 24199.9478642554 7962.34372606525 12511.3832567607 37769.3031301227 55670.5114042771 17423.0963908611 7923.03804662554 0 40926.1118974993 69359.49245455 38490.9701669581 67797.9362859866 56444.4937290453 32651.2445372872
ARHGDIA 14271912.1236238 13866001.6228696 11546482.5827853 15098836.931255 13138854.4647488 16235054.0387173 12954889.427003 13422984.6609387 5892594.2246256 10796118.124856 14603987.4257708 9878812.42434357 28812974.0436341 28134988.9699698 16956033.1153955
HNRNPF 31928.2932757302 78401.1773306577 48586.5352311785 58984.6680910688 50714.6220407668 46497.4232782181 41333.0620937298 6558.53649375604 1061.40776516643 63119.18329354 81534.9126297845 40118.2564268452 49087.6221521236 24966.8768245182 20204.8804834369
SMS 800545.121826365 810011.353591747 1013343.50340803 851948.019824765 1194306.52506986 1797744.37739089 451841.491960923 956466.038054133 743514.385677121 1059957.25615632 1856094.68467564 1202312.17495758 865684.158046272 638501.385647175 863932.842670966
STC1 236643.434708819 654379.862078549 35028.1718752443 30897.0712598022 21855.563948368 11587.6590671228 15679.6621473994 23244.9949475325 30519.2719492526 115832.942196503 18469.4490521747 25180.0021309922 7219.67516722137 4890.73783486365 52883.1112477893
THOP1 349000.795755396 200220.954157847 121648.395185397 116586.644826413 59444.2225448223 60109.5062112403 609286.756813592 402215.201000436 42929.6617028012 144250.541682827 110561.186691041 31268.8650348246 148716.187726971 161431.951585292 42764.7550800898
CAPZA1 2287222.26881255 2320242.41776601 2958066.9921131 2539041.44408947 3796589.63695774 6288585.96974687 1706630.38164268 2484601.47735499 1560888.20089588 1744010.99477828 2379472.09595986 2987029.46616371 7672849.60668601 4743608.52693016 4878305.60309108
CRIP2 118392.087432608 225138.814618345 799688.36860243 329638.383930306 117430.422682699 544572.298858807 1000192.49689644 1251551.01874768 371176.240543877 66789.3921008027 62872.0722501117 53695.7851943947 547870.834293397 955780.753132938 329378.045244719
BLVRA 114359.631682331 69852.6217049508 99158.6023661193 112083.876119732 214846.916184209 248553.985902375 47625.1713000566 61722.3487198829 108863.607854852 100813.377947031 129750.668000586 201354.584526628 328210.661251414 301628.037644807 358349.006161495
PPP5C 52971.619291784 48591.2640215066 51623.3371636308 99067.1834958743 166625.374757297 116632.003564931 38801.543692843 151751.301220106 146713.77541762 73754.3658217605 167321.065092646 135798.574869316 227980.220727084 159978.50838023 169404.732697979
ARFIP1 22119.5498071535 40002.7518925692 30617.9285762288 75133.6384941568 33805.662767845 30228.6469797188 65803.1747691682 21036.1444196944 22858.681603013 104895.44848679 85755.5534814327 14231.1856692643 101422.031976803 151795.681906854 103484.547215267
ACLY 6380873.14471216 5196980.86800662 5565654.59211159 7182599.10780254 6189814.69581779 9799048.1611354 5326594.68399948 6616167.72799437 2204378.38743603 8278293.94297143 10311979.4233602 6626820.53893811 14657533.0149517 8480458.11720365 12346601.396479
COPB1 64156.7746856594 86610.586210656 305110.502503225 103779.044893422 390829.229925819 566558.653969604 52476.6096582574 165573.482879614 70940.3367933251 59235.5849451157 199960.91981773 324482.082195929 261999.463371176 81974.1950537931 262504.043289485
COPA 343133.537302085 379578.733813467 467967.791068224 367871.280135294 634311.715014803 780763.20752747 489749.28253588 458345.160371501 91887.1430331313 631463.903236876 1025371.19670255 412379.382732903 484600.150466611 319559.846051692 337920.288161794
RARS 63408.516673441 57598.8386445923 123690.87599671 97869.773862906 148307.822318314 168059.962816014 62965.2585494358 117931.305507154 0 87735.9065395051 146228.690015589 134817.755422864 124822.442352303 61046.2895694113 83104.7886449095
YARS 40407.7824744875 17851.6469861285 37770.2267448316 59283.7043181644 47305.3635725511 74569.3828306099 24684.5166399649 22491.7033006392 1945.98725233699 40457.6249568608 70797.0514040969 83140.9005693303 123970.373432415 88962.6259511809 46315.7311034507
USP14 483901.586852815 372040.30964432 440013.072676333 599413.128571026 465069.123049854 887094.884602604 330776.050173044 435703.233120959 156803.047160562 468787.912684895 821212.632396408 600069.868234359 1192920.71056021 868642.781076848 827603.609616769
RAD23B 598039.994017059 735436.402448915 1061595.59665483 1125345.58034901 980527.840775827 1207651.44815427 735582.568014222 1033693.88254447 183791.347026964 1048261.81833394 1736013.94423919 919652.210479629 1919475.59871604 2625221.35959677 1397169.53907986
EPHA5 173961.602900284 214572.188621229 32206.3583134217 32081.7939563542 12840.7874644612 2481.28807694872 179542.556858626 155835.455051897 25974.4310170988 89462.8603399574 61860.2036782514 0 12425.9258282749 7762.36350289303 6077.23661592125
NAGLU 1225577.78965143 1502039.59230503 498544.216358163 1613506.26123061 653343.123394627 545179.966351994 811983.181037509 1310412.66544003 1388226.83980377 3480536.18553927 2461965.34691139 573516.207679425 491720.388279635 1236288.48744869 637774.773256071
AK2 68243.4974975719 114742.045756642 53105.0967674261 87423.853558955 74311.6442105446 85947.2289359331 45063.6054097578 64960.4140224798 32251.0213677165 62934.1395030082 83340.2045401 76140.4934762074 209535.87289393 253137.011877512 104561.346231465
NAPA 60021.1701610676 132996.078283267 213130.141711299 175723.331818183 223088.227861361 267312.316327552 60362.1077331044 139488.844455775 380982.942968377 115504.711204473 107267.206504088 232936.374044491 288260.038502894 220946.934353123 240118.469081259
MFAP2 850398.066463202 1052643.4891884 788153.898664722 615545.081912194 281578.839767354 152185.813666483 786871.133270603 549113.674231811 570349.315162824 175635.343621064 129014.24190128 103198.740665555 264945.786818393 421320.215019514 498630.630977834
PSMD4 162535.690879506 345053.526538069 855412.17634895 460259.495504468 533845.140162 1400407.43671568 126472.710513918 575980.03205371 1650169.76580774 59363.7035520099 847397.172567403 803160.951771438 868512.451427972 725727.002755771 718615.743047248
VCP 2969696.9603959 2485363.59331321 13195165.0039084 4232377.84756205 17088018.2656809 26748324.8747709 2338172.60854125 4344575.60771465 7671898.65874787 4131864.36321272 25653406.2211929 17912110.8198583 14468775.3234667 2974518.26732228 19381604.4009609
MANF 2456637.05123603 2721571.89103258 1776158.55203069 2312803.88536071 1761652.19993923 2127079.48063498 1868840.77592845 3603956.06115353 436811.077314091 2613298.42881628 1760787.02592863 1643875.27786129 2580917.87554915 1973644.69449515 1678016.3696406
LAMB2 2584839.1307931 3241024.78014143 1518163.57453077 316656.659170407 266539.0379647 419930.984835442 1732196.63809081 1610907.20764329 495094.404257481 604650.003487697 308812.597818028 214588.879863598 192844.437741461 161892.445869875 156611.705242893
CDH8 4274792.94072185 3446907.96649565 144057.327669196 261373.100228807 386729.307012181 247652.494317525 88983.7625001749 55840.8575821681 320503.867812399 577274.153273827 517477.498316925 469155.710234827 758318.560205102 558736.769588002 1355650.02176616
CDH11 2806074.58059762 3833233.48769565 1740788.32520555 1856282.02793894 2452499.70691578 1937589.68333282 1640856.52519894 2200282.89474902 1509765.11900087 3062330.21038234 3715925.23923231 1734715.70761571 1671934.18722888 1109040.97237637 1396264.92215774
CDH13 2222600.83319975 4250680.61650646 2031471.69878143 849712.857189579 526878.080221673 469091.340525597 3549050.99982448 2100539.57395878 1784409.56865078 1475776.85281304 1903071.59184438 484593.883676557 4103814.40431003 8582674.07598351 2766928.20884177
NPEPPS 1055536.54678075 965952.146849774 1047534.28964104 673282.95774749 1172269.43532676 1908738.01428106 649571.272555482 709466.501225716 1563530.05902708 1052877.00580951 2161873.88772358 1177919.73514124 3492778.99904335 2470459.51135836 1733588.29847678
OXCT1 394859.214211006 521529.677132701 31441.1582334579 506155.432821248 307994.553763697 240810.744451487 300036.232807372 99656.7780239665 27305.9257311654 844109.215735146 154371.670049477 111260.477461449 120064.998462762 144014.96924341 99424.3369429484
GFRA1 180066.220111547 394882.786486902 88947.1861683719 122190.844598371 104057.108393082 229084.611013778 85589.2162849855 124612.851257867 156175.815661427 316609.221846752 445710.049214378 77091.3105917548 291649.061729279 479251.313249239 246270.681021168
EIF6 445627.888778303 583392.854343128 398645.654883563 530730.95657011 362813.772473832 567116.249376203 473257.35636662 615262.387731481 199412.923295556 587255.563895947 626578.700766057 267141.267871548 916058.490338486 766177.901959685 409784.965338813
LOXL3 166655.425859219 205969.511748677 88254.4866245195 241434.478481318 624501.770820378 460431.514796643 220197.093817084 95599.0048566977 126648.46609742 1032404.56608805 1135129.64990269 371519.253202217 136008.61415377 412298.717359606 98823.8223923078
TPI1 36431145.8917045 35358540.5140537 26092359.9865665 27916446.1961384 16763887.323455 23721720.2635656 25495080.5016176 27289086.981332 13489749.1742592 35688981.355625 39106769.6211285 22346649.7015377 30720142.8054944 49494032.3043092 29632822.4819665
MYL6 5014111.83414659 7214022.84494667 4171732.04787252 7371969.99348323 4727048.84020386 8592565.12378467 3887842.66268358 4575776.46854964 944219.154701933 7632773.28371772 9770463.03579951 5083054.64658499 10827838.3008445 13660740.7609097 6209501.30256808
ACTB 137249980.331157 154962891.29118 83415543.6305197 138308443.882686 92802327.7131268 365640916.290713 74921568.2547784 71069846.7156203 109993787.566544 196248430.042276 338742250.787988 118907869.775255 148697667.298651 149701925.678343 98643675.2562421
DSTN 2348159.94313811 1615019.89732872 3870718.88209684 4580395.74511197 6050792.50875747 10113404.6809119 1759183.22760737 4077081.69177404 2945024.53894811 3494008.54053092 6972062.47526881 7100221.44328437 9295687.00206027 7939522.22453967 8095659.49737517
GMFB 100079.59602178 120092.499081802 37096.9905626306 65465.4331983718 41877.3171998727 61858.7079330133 29903.6882880992 7622.14538044187 147133.561012741 81391.149238396 353179.143452896 31924.9179089464 109160.877581534 288321.348533967 97069.122703124
RAB2A 35943.9806620735 26693.0184487892 49871.3782940911 40725.6407738147 16804.0957422317 46748.3862060431 35423.3619678396 83821.4383123597 6160.30326510604 57273.9243799012 28007.6202394322 19718.5428677094 160477.693823511 67885.920256939 10858.6374589942
RAB14 31092.8422814444 12813.3469886355 23235.5064546215 31939.8567725813 65132.4895477368 50724.6412188767 30338.3369716625 19572.8152462654 3985.19073410312 60559.6874113388 41475.7885123804 21246.1048222143 66350.686592058 18686.7327602207 43868.9262318403
B2M 125164169.184443 130271668.281405 60144126.4933017 95493375.9313854 101855624.604705 152616850.812176 73910083.7173921 61566928.7156894 64626708.4167692 105611824.811737 316270419.426807 121702840.545579 27554934.2662215 29421936.7209594 53674070.6733202
NPC2 13454010.9478014 19743256.9250398 3706761.67036425 9622377.04549352 8758528.79621811 5654647.49944067 5298742.11380231 4821177.60398652 3382832.41637945 13699891.3990983 14130542.2194998 6634831.8392636 11490869.8792181 16525647.1594155 12412808.4807696
HNRNPK 4071883.20073222 5570839.32419772 4403385.96945558 3850262.5381644 4509379.59879507 8816249.91697226 2540998.13135257 3220941.80989936 1135069.17802618 4118356.04695337 10553822.9098093 4953767.71386036 4326677.29632086 4426267.68596848 3204174.45667914
YWHAG 3164741.07660615 2915253.66984304 2729991.35530746 3612559.42902014 4175334.88106471 5484191.54218127 3141493.77039784 3922378.99530183 1083961.63443815 4190603.04851447 9559356.93629323 4208879.21385493 6931123.49901893 10925313.7428765 3847476.93877534
PSMC1 31674.9373589288 39988.0667298109 183635.142129932 49214.3125384852 343132.42199094 476221.773870841 82149.2696497597 23278.5570957659 2946.71296883052 58066.8996980225 304650.667925822 265248.850255284 81792.919863885 18142.8158699316 211174.729013525
PSMC5 74713.9514879694 31444.5958893664 151745.99216512 27343.8668610614 208988.739321095 178401.897947408 37203.0275593316 19327.4375947707 146295.741737261 96639.7118714949 234927.035716459 197973.679951252 82335.3181242306 49212.8747252583 99405.1983593703
YWHAE 10616739.2177622 9813401.30786316 10641939.4749596 10791609.4747476 8071723.34382616 15933231.4796789 8481895.81426005 11965636.2181189 3198796.96108645 14285781.6616247 29376851.4056825 9129550.03629915 15247907.5113244 18187821.0148413 10645193.1260096
RPS14 23583.4507321336 46800.2079558583 138015.957792521 98095.8110092792 64703.1158546447 89902.9628247444 22564.0862652266 86255.1853414024 0 30832.7563082049 32759.1579872114 52364.2938044333 90218.4650026494 133451.476725107 77612.5806054337
RAB1A 68400.0154563807 34896.9795453807 59232.7568765181 123204.262441409 42995.6607215524 209420.769957738 56979.5151603362 61198.9085559384 11632.0608968349 139619.922254528 56399.4520331844 105183.220574969 169652.656640605 102609.524706665 37061.6994973049
PPIA 76478810.6998738 43947776.5885183 41225480.534788 65490453.4157711 69404974.620229 79375700.0998006 57695571.8520927 50698190.9073585 43033077.1987867 68533973.8237314 122947047.427355 59982916.6014624 89542768.1931221 74294325.4967009 79768877.0957718
GRB2 109586.225984264 198172.074136019 62359.7716114141 177259.659969204 97666.2431288406 142108.790144777 189218.66989713 131953.339079773 36655.1638015351 387851.368260537 515466.762234993 78434.7069726794 498679.923682411 628630.770881743 82871.9690691587
UBE2I 398646.276086589 160243.523431632 295790.958496118 305517.754442963 238743.057887221 267790.802667434 77516.8215849439 362629.921803674 496304.363158526 362058.51561372 242185.523922235 165051.59243194 268185.704076163 209364.226439917 183510.115996755
TMSB10 8801185.82786792 5540985.34168396 11290710.8479916 5224738.16541043 10044045.6738235 6259280.27103046 5138291.68109128 10892886.0506347 4781548.32101719 4274744.88653022 2677389.47206301 5396926.37217522 12424353.07699 9750016.04569094 13435664.5063163
TPM4 3635843.03224499 1743142.92561525 16443291.3518452 1318945.63151678 16988000.760231 21025860.8461384 6801071.76709668 3458524.27354307 4612174.23832107 3497256.62330701 39165365.2744165 20935990.6338621 2804228.04882623 2948952.15070448 20643513.1311759
TUBA1B 383568.89702628 31709.3663802713 728306.045663865 338023.852369251 250137.501209565 1895978.24782922 137830.311774031 278508.630730045 54470.6796024285 353922.344771576 2385977.14915024 494839.745206752 592629.123746369 461637.782273308 553588.256239533
PSPH 43413.3851241833 41857.2973153401 331069.826756994 154053.946875214 175809.441055506 369116.129970381 79947.2829555505 83646.0820958735 96512.3221416571 216330.999130442 506505.240451625 327107.216014413 1635572.81100373 3244879.42027389 1222991.15008745
CCT2 1236168.9227425 1329812.36399991 735807.94545865 1154842.77751147 1255508.49303185 1831908.04240957 1528407.22063321 1256351.56198836 320236.410952913 2139110.22173225 1827073.79450159 1175308.14632584 1801426.2700058 852863.388567571 1041393.79212694
GSTO1 3607692.4983714 2540454.17709115 2083731.26662063 1929536.58578574 2261921.85061543 2572833.23759014 1731599.38781731 2009350.18351885 1567873.40140209 2288907.51256151 2758360.75178187 2226943.6966488 5836673.46821412 3818112.79154469 3390086.89971979
JAG1 133493.993400201 195428.951024878 206966.902953048 124531.445035629 205667.353641591 108079.326829816 583981.850225983 568548.15891771 582874.525310767 150146.855961939 145187.291539647 58451.3905237554 335711.297596039 223709.398470228 264632.486670096
RELN 25434303.0379525 38527238.5045993 7932518.04966501 4763410.11231087 2524265.88854718 1098469.49887046 9442686.59152691 10598406.2247084 3462819.94067972 3479730.7008122 1322665.23427036 901700.437073279 536263.338137961 527853.327111307 500571.238906064
ADAM17 22313.0503020221 46662.8916098702 57983.0560317131 98571.9738451652 117226.697238965 210205.220593835 11820.047066077 78534.7029924129 21956.7839228715 47505.1088255442 99329.8131450418 105067.489140927 50498.3942363275 21228.4206393236 39482.0884308499
SRPX 251308.067387413 633031.443506498 239319.17993554 297123.538099519 477100.906350782 589971.967504777 297300.762702062 169288.087314407 327004.667587249 494081.505503699 1005930.3181665 447407.470410039 72555.6583726314 15438.6769000633 223146.702396524
MAP1A 58862.0685846911 101985.388478272 94829.5640118323 20674.4247322363 238994.837132968 182683.31917595 114400.668429592 34559.2833702899 63734.362828189 15218.7470011491 147958.580201935 26793.2901972541 213225.463766226 311838.175650853 136187.65819651
NUCB2 3886911.34748101 4258875.7794942 1298491.02578751 2520340.45056373 2704826.71891459 3721725.00678355 2213229.72328517 1369986.24976421 2112427.68262863 4833689.87246798 5916154.50422963 2217292.34520575 2000189.91640058 1504387.63900519 1646426.21855802
BASP1 6961030.16824266 6779483.13333408 7529371.93934405 5860843.94169193 5270812.18832013 5354917.66117555 6556851.89985873 6855442.47290329 6822149.49191152 7078464.12576604 4683731.21752165 5827110.00351615 13499969.3038549 16794207.9649583 11199769.07451
MXRA7 7018.78369604745 9212.95366262022 22017.0890844106 12076.8402593369 32733.9899515321 47557.8108811172 4065.10161781991 4963.88470908797 6270.24828825951 5836.84146820727 29208.9910475163 38075.5046131119 8943.052261337 24752.5294497566 32180.5649527758
DAB2 44861.2025260951 130303.424059435 23328.2706196036 32345.2479168888 35977.6381698142 21873.1382266182 26810.2997671568 43567.0748726252 5270.11867953776 39100.9871029118 30854.1376484049 9742.45629855139 166210.639328826 301887.179270197 49227.2210664324
HSPG2 22253804.7861159 29921254.4498351 45394169.7412686 13826446.6828545 23422111.7495974 62477819.3885253 53162918.0592955 49344528.0246402 53926235.336751 23232932.2323419 42175974.2793218 84212481.2459841 11849112.9891306 10482151.9964101 47978192.8619631
RBM3 484384.300677251 214454.323446329 183412.756864293 603180.166580138 27720.3813140287 332517.981744431 365038.194330333 172223.795563816 0 1065482.08585667 191431.60636254 69860.9426979735 248573.90718971 37116.7198472259 12.332142994021
CLTC 12472081.5874815 10639199.6888282 6516649.99256071 12054439.9213907 11168770.1630433 17448090.084733 6864658.97604316 9260429.83569301 4088496.44659658 15095900.3319198 17554856.6338908 11604084.004512 16221896.8007091 9524154.14078734 10845848.3604906
FKBP3 312701.292603607 298912.03763695 462831.110584109 426057.75260664 227654.878544047 387999.3780332 213792.113876156 684742.425345689 225273.810303364 362172.306250358 262069.789681572 437856.878367401 770372.339704525 771882.654633801 621757.057438896
PSG9 2140510.15466589 2131853.01615272 209682.710936377 1123192.26613187 371575.349710106 1080358.27603449 52004.2283863041 64210.9458224244 244831.601064418 3571876.73686082 1774464.30735222 606858.715512557 110120.879053666 109460.974103962 186019.412112339
PSG4 9008283.50836076 8649258.41767237 1492234.36203989 3956474.19650911 946306.38108853 932900.554946678 1421742.42566508 2116257.32272502 180687.745330912 6134278.77633922 1255794.0736326 473448.614381745 779182.247929142 385832.034081878 985226.1528157
SPTBN1 2501485.91049061 3100822.97423759 3646265.47991861 1369715.94136761 3691088.51419927 4117734.70681432 2434102.95892282 2570114.31759824 1209854.22657393 2972501.00685145 4634673.20997819 3006089.35018891 2729592.2018035 1922888.90143389 4042875.10582595
FABP5 201878.278269534 181542.737204171 675506.122104073 98956.5274859223 142566.806826926 144874.62719445 318354.101500556 273352.293062837 416231.811125689 92759.3080696374 172116.297412048 205000.775638276 168256.546985873 88567.8493618729 181066.788515075
CAP1 2241781.37039045 1948705.20101382 1773271.52890228 1181001.84984463 2542283.78155109 3102001.395256 2488383.28239608 1502239.14084303 1852475.83901919 2734723.44947941 4358074.73099976 2157207.13677976 5743635.71860579 5360776.81838067 3873042.44606431
SLC7A5 4426.87650407604 2465.67766465458 44134.8325087928 9738.52366068912 15219.3557972074 14527.209342075 14500.8209043571 7743.68814271693 10995.0713215795 118.658906860656 18107.7379218303 31613.4275999151 13054.0526666834 25032.9298946655 6421.9886891748
PFKP 389055.319807211 235607.512125435 119458.005824508 246756.996409635 194702.130527462 594217.280487526 135329.028003487 82463.6890781129 51732.0319202968 271721.058179005 477885.83258524 258651.015022289 306346.494578828 86425.225690571 147372.936867343
TAGLN 8152709.64312231 10519361.808332 22021147.4861011 17334344.9563957 19281888.5357328 44315613.8525363 13342644.94252 14260326.5272443 10250578.3575043 11159026.9654033 26447589.4889873 19173655.874011 30357293.5436364 35067032.1388873 22146281.1838819
FKBP4 227027.388677378 203413.022004976 262057.275453571 242419.81707477 347260.139492622 544590.439382248 131719.293769153 244573.301848909 189620.781721594 336338.480832211 699362.027108887 458774.144196394 955003.66255145 866083.397605781 590554.294593328
PLOD1 9894373.52767834 12002396.1486322 10246642.2194605 5808595.92294566 9244735.31749212 15591035.6663624 10859142.9774351 8937496.3778763 11524161.7599622 14177953.0780642 14148286.5154261 14355853.866082 6606658.94531311 5421766.15399401 8150376.83304732
NUCB1 32631888.3577564 37033358.8442158 22920694.7186951 21717863.8481435 22494629.4676832 24005335.203899 22045376.646541 35076159.6689129 39544902.5602202 22301652.9123932 19137827.0413107 17899798.66006 14717065.6926723 16424919.9117926 13013994.6311169
AKAP12 1352782.72964279 1321020.11638871 3155723.46640784 568159.963251871 648481.598381111 397023.883348126 4632579.16576757 4668841.74756034 1103573.32471221 749619.673656481 401277.109149892 322112.015331434 322813.828889662 251802.804928926 350816.389833414
GBE1 4163269.23364681 4357639.5311248 4618804.50925178 3674764.48090257 4294177.56228862 4844535.73229519 2564564.40235558 4776470.93207322 2458315.98926003 2179021.78103355 5011527.68664141 3843911.067881 13203962.531261 11345118.5727993 8309859.28379394
NOTCH2 70529.2526150084 64770.6906092839 39475.8063564614 46534.000306607 18631.0109673361 35405.4525829743 136928.729140035 111000.940260153 137525.525558456 48319.6977157946 67936.1017125106 38318.0299362235 104611.930264828 49284.7289583402 73560.4396304209
GLO1 2193224.85647709 1578547.73490688 1309130.69604549 2199167.89965211 1920921.2292458 2128624.04732224 2135325.17395883 1783461.63799392 496004.78523989 2847352.06715543 4135912.60259168 1316092.24224708 3378830.92672975 3957847.97083947 2253392.35270705
AKR1C1 305496.701475156 279075.298583759 79056.5246031848 107808.896187647 125550.407848283 117680.967110341 126471.824006984 74568.3709827955 53356.686548144 230114.203167943 20941.2210064774 60194.8181033983 1879993.35486915 539650.789768704 382571.67779505
CALD1 19650840.2960728 17345844.0391998 23586492.9153952 25004625.4694028 22282576.0379242 21557060.8220747 26592197.1754639 34989839.4923934 18892548.9593154 20302756.7308119 14189735.6286887 25318354.5127745 29000542.6198676 57906357.9922168 48527816.109321
PTPN11 716.090406309517 2443.99711990815 1514.46795299193 3670.3061293532 6376.64330297152 6677.88426864487 13052.7705920727 295.077922696089 11106.6548319547 6316.18287100244 1791.75003259251 16148.092525297 66062.5527251895 62111.4811693797 6167.52455122803
GFPT1 69184.0800365664 72227.5277379906 143932.996805693 71585.3251294062 318635.480914923 721487.896055286 127660.775189316 150536.098873119 15561.2724207198 140533.266543556 401188.376907174 328711.087841817 168626.173853157 54108.706986287 250249.829475764
PSME1 1245669.52504023 1645236.43485836 1413142.79423814 1547637.02528547 1042033.57210674 1894692.08914863 995185.82851407 1218299.5376853 204759.94468484 1728259.34109272 2226937.4775485 1353668.78699215 3075920.07813205 2748199.84591059 1680289.95932635
PRDX1 14328488.2688947 12822514.217479 16885923.0810828 15156637.4465862 14349761.6396455 20325996.6344012 9837779.16468106 18565828.1563321 7340742.58067603 15360742.018836 17734841.5663336 12420231.7658387 33260384.9198619 30843193.3196422 21862298.306142
TJP1 12031.7624907286 17704.5310580464 17722.9677165691 20694.2194237828 30913.7821422716 17619.0300359861 13029.5069544978 1165.966732653 7706.84035012383 72.7562460567876 15536.5958074004 15861.6743379802 46790.8180732306 50694.8595213567 41779.3924325509
LRP1 3879418.77586424 4335839.96603015 1666124.41175247 2299287.29317419 1481740.70383098 1338473.61828841 3504739.35913757 1901606.39645589 550862.785402815 2530295.31994469 2183250.32873237 970288.185055387 2655087.80145352 4405252.92809459 2203474.08431437
ARHGAP1 267747.977460344 302318.868032787 457975.864365704 429531.525208882 342770.965103706 631052.650588626 284692.292925094 634485.415107568 208806.583831328 211482.206204637 345658.146277949 437830.594657931 633095.724535329 470974.415248063 366698.799925971
CRYZ 120766.186100366 100486.462744075 34156.4620861421 134112.204789982 109784.376285208 50382.9196598463 145932.748502063 59429.3368231599 67393.6319309595 41658.5473277059 60600.5794722525 31374.7816471329 465975.789944144 377270.010230984 192934.590345142
LGALS3BP 30227431.0355062 48590366.8348228 9212738.11986515 50215297.8086176 18610533.0529539 29255115.5698601 25134053.2313061 19304455.4868199 8051829.48405147 108534845.037393 75892417.9173695 16611568.9849575 6969250.08233636 7932130.13619882 10554961.9553593
LOXL1 2027193.01465002 5451677.94795867 929802.548140426 7367118.22606339 2037036.89383223 2721810.39159736 1435912.98295024 2256197.25720054 356549.54488632 3048354.09225196 2621188.99357492 3431266.27130891 1723117.7876357 2862929.68125214 1416607.06430698
MFGE8 29505726.1460408 29022004.5036717 10574404.5398093 12903011.5099018 4909738.0666416 7015529.80404107 25318169.1918916 18537376.7076277 4392654.66886599 26360556.7064822 10512289.7420363 4315472.28232232 1955186.70614553 527629.748970972 2256160.8286014
SPOCK1 10062965.7928816 10003734.5226074 8704628.10087273 1220945.41708963 3803270.67126197 2113401.2470709 8270754.94276391 6791656.15896922 15687419.7820942 1142548.81182927 1460382.2961106 1578828.84181908 846226.478546448 1272536.40332785 2399197.49818632
MGAT5 140846.057874957 148601.796120135 72828.5836635917 180955.854540163 320264.362342629 164379.865948302 140543.172304204 177360.450716979 85769.4933936323 56463.3177877114 168726.361407873 190100.413426043 251624.784123476 117582.572502344 202810.589612968
AHNAK 21982705.9818228 25146180.3921811 65047857.4115744 34316692.800425 39500304.9901294 43288049.9931889 20869729.4884181 31498995.160139 33700133.2100929 31374369.6927077 40980909.8594456 36682290.6204029 58050910.5060946 56960805.0190568 62434916.0262931
GALNT2 4664230.81333664 5133414.32760542 4709227.64412925 2290574.5522543 7212435.42230792 4630779.83618625 2186890.39415913 3429065.42960433 6720132.93979732 3579838.26022273 7250854.54375566 9293002.34079947 5196540.73752813 4137397.97253294 6076922.75171211
SCRN1 2536975.1079942 2753227.9430595 2449673.62163824 3248697.96467479 5070453.20753082 4863127.76602317 2386234.83390771 3631624.47052393 2424456.3813555 5508392.82315595 4655674.76634159 4181800.60999945 5426153.25404262 6939976.73128297 7294769.83745805
EFEMP1 67238491.5872863 79818315.8354445 81661179.4017158 86961361.9193341 49397077.8511617 107174962.130558 55382848.3901325 41339007.0534163 32176734.5087583 123773335.525728 58437176.8762776 70970934.5522309 30478460.0492935 25255636.4743499 22456242.8044415
FSTL1 173687434.360703 157351585.784975 182522128.120995 241784007.876102 402735142.94743 573032463.278215 92416418.8250418 104951215.725373 181364706.144986 350424168.275735 421098478.996381 421037874.519157 226685509.789767 184408600.646408 306904736.022158
AIMP1 49414.0435578642 44079.1149423907 52273.7916980149 50243.7016133981 60656.0518804767 56236.6826655321 52779.8086479237 25935.9857523215 12685.2737506245 82588.6471607844 86790.7471406617 63485.2320097554 91925.4727729588 110122.971448526 57698.2161826068
